LP,R1,S1,P1,C1,H1,d1,D1,R2,S2,P2,C2,H2,d2,D2,R3,S3,P3,C3,H3,d3,D3,R4,S4,P4,C4,H4,d4,D4,T1,T2,T3,T4
17,58,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,
18,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,
19,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,
20,64,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,,,
21,64,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,,,,
22,64,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,,,,
23,64,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,,,,
24,64,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,,,,
25,64,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,,,,
26,64,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,,,,
27,64,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,,,,
28,64,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
29,64,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
30,0,5,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
31,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
32,2,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,,,
33,3,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,,,,
34,5,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,,,,
35,5,12,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,,,,
36,5,19,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,,,,
37,8,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,,,,
38,13,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,,,,
39,13,0,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,0,0,10,2,0,0,0,0,0,,,,
40,20,0,0,0,0,0,0,5,0,0,0,0,1,0,1,1,0,0,0,0,0,15,3,0,0,0,0,0,,,,
41,0,0,0,0,0,0,0,8,0,0,0,0,1,0,2,1,0,0,0,0,0,23,5,0,0,0,0,0,,,,
42,0,0,0,0,0,0,0,3,1,0,0,0,1,0,2,2,0,0,0,0,0,35,5,0,0,0,0,0,,,,
43,0,0,0,0,0,0,0,5,0,0,0,0,2,0,2,0,2,0,0,0,0,53,5,0,0,0,0,0,,,,
44,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,2,0,0,0,0,56,5,1,0,0,0,0,,,,
45,0,0,0,0,0,0,0,3,2,0,0,0,2,0,1,0,2,0,0,0,0,60,5,2,0,0,0,0,,,,
46,0,0,0,0,0,0,0,3,0,1,0,0,2,0,1,0,3,0,0,0,0,60,5,3,0,0,0,0,,,,
47,0,1,0,0,0,0,0,3,0,1,0,0,2,0,1,0,0,1,0,0,0,60,5,0,1,0,0,0,,,,
48,0,2,0,0,0,0,0,3,0,2,0,0,2,0,1,0,0,1,0,0,0,60,5,1,1,0,0,0,,,,
49,0,2,0,0,0,0,0,3,0,3,0,0,2,0,1,0,0,1,0,0,0,2,2,1,1,1,0,0,,,,
